Species,AGENT,TYPE,country_name,PRODUCTION_AREA,ISO3_Code,COUNTRY,mean_prod,ISO_N3,ECOREGION
Dicentrarchus labrax,Anisakis simplex,Nematoda,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Caligus minus,Copepoda,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Ceratomyxa labraci,Myxozoa,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Ceratothoa oestroides,Isopoda,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Chlamydia,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Cryptobia branchialis,Ciliophora,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Cryptocaryon irritans,Ciliophora,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Diplectanum aequans,Monogenea,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Diplectanum laubieri,Monogenea,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Edwardsiella tarda,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Flexibacter maritimus,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Glugea sp.,Myxozoa,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Infectious pancreatic necrosis virus,Virus,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Lacinutrix venerupis,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Microcotyle labrachis,Monogenea,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Mycobacterium marinum,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Nerocilla orbiguyi,Isopoda,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Philasteridis dicentrarchi,Ciliophora,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Photobacterium damselae subsp. pasteurella,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Piscine nodavirus,Virus,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Shaerospora testicularis,Myxozoa,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Sphaerospora dicentrarchi ,Myxozoa,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Tetrahynema sp.,Ciliophora,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Trichodina sp.,Ciliophora,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Uronema sp.,Ciliophora,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Vibrio anguillarum,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Vibrio ordali,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Yersinia ruckeri,Bacteria,Albania,37,ALB,8,172.74,8,Ionian Sea
Dicentrarchus labrax,Mothocya parvostis,Isopoda,Albania,37,ALB,8,172.74,8,Ionian Sea
Sparus aurata,Allopodocotyle pedicellata,Trematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Amyloodinium ocellatum,Dinoflagellate,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Anilocra physodes,Isopoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Aporocotilidae sp.,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Aquareovirus,Virus,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Atrispinum salpae,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Betanodavirus,Virus,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Brooklynella hostilis,Ciliophora,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Caligus sp.,Copepoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Cardicola aurata,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Ceratomyxa sparusaurati,Myxozoa,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Ceratothoa oestroides,Isopoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Ceratothoa parallela,Isopoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Contracaecum sp.,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Cryptocaryon irritans,Ciliophora,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Cryptosporidium molnari,Ciliophora,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Dactylogyrus sp.,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Eimeria sparis,Apicomplexa,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Encotyllabe vallei,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Enteromyxum leei,Myxozoa,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Ergasilus sp.,Copepoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Furnestinia echeneis,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Goussia sparis,Apicomplexa,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Gyrodactylus orecchiae,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Gyrodactylus sp.,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Hysterothylacium aduncum,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Ichtyophonus,Fungi,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Infectious haematopoietic necrosis virus,Virus,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Iridovirus,Virus,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Kudoa sp.,Myxozoa,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Lacinutrix venerupis,Bacteria,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Lamellodiscus elegans,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Lepocreadium pegorchis,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Leptotheca sparidarium,Myxozoa,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Macvicaria maillardi,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Macvicaria obovata,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Microcotyle chrysophryei,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Monorchis monorchis,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Photobacterium damselae subsp piscicida,Bacteria,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Photobacterium damselae subsp. damselae,Bacteria,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Polylabris tubicirrus,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Polysporoplasma sparis,Ciliophora,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Pseudomonas anguilliseptica,Bacteria,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Pycaenoide senegalensis,Nematoda,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Sparicotyle chrysophrii,Monogenea,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Streptococcus agalactitiae,Bacteria,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Trichodinia sp.,Ciliophora,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Vibrio alginolyticus,Bacteria,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Virus-like particles,Virus,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Yersinia ruckeri,Bacteria,Albania,37,ALB,8,395.48,8,Adriatic Sea
Sparus aurata,Allopodocotyle pedicellata,Trematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Amyloodinium ocellatum,Dinoflagellate,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Anilocra physodes,Isopoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Aporocotilidae sp.,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Aquareovirus,Virus,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Atrispinum salpae,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Betanodavirus,Virus,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Brooklynella hostilis,Ciliophora,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Caligus sp.,Copepoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Cardicola aurata,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Ceratomyxa sparusaurati,Myxozoa,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Ceratothoa oestroides,Isopoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Ceratothoa parallela,Isopoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Contracaecum sp.,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Cryptocaryon irritans,Ciliophora,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Cryptosporidium molnari,Ciliophora,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Dactylogyrus sp.,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Eimeria sparis,Apicomplexa,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Encotyllabe vallei,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Enteromyxum leei,Myxozoa,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Ergasilus sp.,Copepoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Furnestinia echeneis,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Goussia sparis,Apicomplexa,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Gyrodactylus orecchiae,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Gyrodactylus sp.,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Hysterothylacium aduncum,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Ichtyophonus,Fungi,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Infectious haematopoietic necrosis virus,Virus,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Iridovirus,Virus,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Kudoa sp.,Myxozoa,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Lacinutrix venerupis,Bacteria,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Lamellodiscus elegans,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Lepocreadium pegorchis,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Leptotheca sparidarium,Myxozoa,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Macvicaria maillardi,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Macvicaria obovata,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Microcotyle chrysophryei,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Monorchis monorchis,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Photobacterium damselae subsp piscicida,Bacteria,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Photobacterium damselae subsp. damselae,Bacteria,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Polylabris tubicirrus,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Polysporoplasma sparis,Ciliophora,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Pseudomonas anguilliseptica,Bacteria,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Pycaenoide senegalensis,Nematoda,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Sparicotyle chrysophrii,Monogenea,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Streptococcus agalactitiae,Bacteria,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Trichodinia sp.,Ciliophora,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Vibrio alginolyticus,Bacteria,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Virus-like particles,Virus,Albania,37,ALB,8,395.48,8,Ionian Sea
Sparus aurata,Yersinia ruckeri,Bacteria,Albania,37,ALB,8,395.48,8,Ionian Sea
Salmo salar,Aeromonas salmonicida,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Aliivibrio salmonicida,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Anisakis simplex,Nematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Aquatic birnavirus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Betanodavirus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Brachyphallus crenatus,Trematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Caligus clemensis,Copepoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Caligus elongatus,Copepoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Caligus rogercresseyi,Copepoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Chloromyxum sp.,Ciliophora,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Crepidostomum farionis,Trematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Crepidostomum metoecus,Trematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Derogens varicus,Digenea,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Diphillobothrium sp.,Cestoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Diplostomum sp.,Trematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Discocotyle sagittata,Monogenea,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Echinorhynchus gadi,Acanthocephala,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Eubothrium sp.,Cestoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Flavobacterium columnare,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Gyrodactylus salaris,Monogenea,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Hemiurus levinseni,Trematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Henneguya salminicola ,Myxozoa,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Hysterothylacium aduncum,Nematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Ichthyobodo necator,Ciliophora,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Ichthyophthirius multifilis,Ciliophora,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Infectious haematopoietic necrosis virus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Infectious pancreatic necrosis virus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Kudoa thyrsites,Myxozoa,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Lecithaster gibbosus,Trematoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Lepeophtheirus salmonis,Copepoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Moritella viscose,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Myxobolus cerebralis,Myxozoa,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Neoparamoeba pemaquidensis,Amoebozoa,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Paranucleospora theridion,Microsporidia,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Piscine myocarditis virus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Piscine reovirus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Piscirickettsia salmonis,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Proteocephalus sp.,Cestoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Renibacterium salmoninarum,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Salmincola salmoneus,Copepoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Salmon Alpha Virus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Salmon isavirus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Saprolegnia sp.,Fungi,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Scolex pleuronectis,Cestoda,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Tenacibaculum finnmarkense,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Trichodina sp.,Ciliophora,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Vibrio anguillarum,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Viral hemorrhagic septicemia virus,Virus,Australia,81,AUS,36,38227.8367,36,Bassian
Salmo salar,Yersinia ruckeri,Bacteria,Australia,81,AUS,36,38227.8367,36,Bassian
Thunnus maccoyii,Atalostroppion sardae,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Benedenia seriolae,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Brachiella thynni,Copepoda,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Caballerocotyla biparasitica,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Caligus elongatus,Copepoda,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Callitetrarhynchus gracilis,Cestoda,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Capsularia marina,Nematoda,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Cardicola forsteri,Digenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Cetiotrema crassum,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Colocyntotrema sp,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Didymocystis thynni,Digenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Didymocystis wedli,Digenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Hirudinella ventricosa,Digenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Hysterothylacium cornutum,Nematoda,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Kudoa sp.,Myxozoa,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Neohexostoma sp.,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Nybelinia lingualis,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Pterobothrium heteracanthum,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Rhadinorhynchus pristis,Nematoda,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Spirurida,Nematoda,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Thunnus maccoyii,Syncoelium filiferum,Monogenea,Australia,57,AUS,36,6797.0632,36,South Australian Gulfs
Rachycentron canadum,Amyloodinium ocellatum,Dinoflagellate,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Anisakis simplex,Nematoda,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Betanodavirus,Virus,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Coccidia spp.,Ciliophora,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Cryptocaryon irritans,Ciliophora,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Epistylis sp.,Ciliophora,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Iridovirus,Virus,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Neobenedenia sp.,Monogenea,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Photobacterium damselae subsp piscicida,Bacteria,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Piscine nodavirus,Virus,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Sphaerospora sp.,Myxozoa,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Streptococcus dysgalactiae,Bacteria,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Trichodina sp.,Ciliophora,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Vibrio alginolyticus,Bacteria,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Vibrio parahaemolyticus,Bacteria,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Vibrio vulnificus,Bacteria,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Vorticella,Ciliophora,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Rachycentron canadum,Endozoicomonas elysicola,Bacteria,Bahamas,31,BHS,44,21.66666667,44,Bahamian
Sparus aurata,Allopodocotyle pedicellata,Trematoda,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Amyloodinium ocellatum,Dinoflagellate,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Anilocra physodes,Isopoda,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Aporocotilidae sp.,Nematoda,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Aquareovirus,Virus,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Atrispinum salpae,Monogenea,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Betanodavirus,Virus,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Brooklynella hostilis,Ciliophora,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
Sparus aurata,Caligus sp.,Copepoda,Bahrain,51,BHR,48,1.2044,48,Arabian (Persian) Gulf
